"","subnum","condition","task","order","trial","interference","date","max","exponent","threshold","correct","rt1","rt2","r","addends","sum","digits","int_score","trial_time","dot","dob","age","gender","abacus_q","finger.counter","male","gender.12"
"1109",10,"baseline","baseline",1,25,0,"20130815T132407",34.2,1.2,19,1,6.99,7.75,82,1,82,"35  25  22",-1,10.9,"8/15/13","9/29/00",12.87611225,"F","yes",0,0,1
"1110",10,"baseline","baseline",1,26,0,"20130815T132407",36.4,1.2,20,0,30,30.1,-1,1,59,"9  35  15",-1,33.2,"8/15/13","9/29/00",12.87611225,"F","yes",0,0,1
"1111",10,"baseline","baseline",1,27,0,"20130815T132407",34.2,1.2,19,1,5.61,6.24,63,1,63,"33  23   7",-1,9.4,"8/15/13","9/29/00",12.87611225,"F","yes",0,0,1
"1112",10,"baseline","baseline",1,28,0,"20130815T132407",36.4,1.2,20,1,8.48,9.23,76,1,76,"36  26  14",-1,12.5,"8/15/13","9/29/00",12.87611225,"F","yes",0,0,1
"1113",10,"baseline","baseline",1,29,0,"20130815T132407",38.6,1.2,21,1,1.8,2.59,50,1,50,"8  40   2",-1,5.23,"8/15/13","9/29/00",12.87611225,"F","yes",0,0,1
"1114",10,"baseline","baseline",1,30,0,"20130815T132407",40.8,1.2,22,1,5.21,5.91,67,1,67,"6  20  41",-1,9.03,"8/15/13","9/29/00",12.87611225,"F","yes",0,0,1
"1115",10,"baseline","baseline",1,31,0,"20130815T132407",43.1,1.2,23,1,8.1,8.74,76,1,76,"9  25  42",-1,11.8,"8/15/13","9/29/00",12.87611225,"F","yes",0,0,1
"1116",10,"baseline","baseline",1,32,0,"20130815T132407",45.3,1.2,24,1,2.19,2.79,86,1,86,"4  46  36",-1,6.2,"8/15/13","9/29/00",12.87611225,"F","yes",0,0,1
"1117",10,"baseline","baseline",1,33,0,"20130815T132407",47.6,1.2,25,1,2.6,3.66,104,1,104,"49  11  44",-1,6.91,"8/15/13","9/29/00",12.87611225,"F","yes",0,0,1
"1118",10,"baseline","baseline",1,34,0,"20130815T132407",49.9,1.2,26,1,14.8,15.88,118,1,118,"51  32  35",-1,19,"8/15/13","9/29/00",12.87611225,"F","yes",0,0,1
"1119",10,"baseline","baseline",1,35,0,"20130815T132407",52.2,1.2,27,0,30,30.1,-1,1,91,"2  51  38",-1,33.1,"8/15/13","9/29/00",12.87611225,"F","yes",0,0,1
"1120",10,"baseline","baseline",1,36,0,"20130815T132407",49.9,1.2,26,1,10.44,11.43,130,1,130,"29  51  50",-1,14.3,"8/15/13","9/29/00",12.87611225,"F","yes",0,0,1
"1121",10,"baseline","baseline",1,37,0,"20130815T132407",52.2,1.2,27,1,3.51,4.46,114,1,114,"51  48  15",-1,7.68,"8/15/13","9/29/00",12.87611225,"F","yes",0,0,1
"1126",10,"blindfold","blindfold",3,10,0,"20130815T134639",12.1,1.2,8,1,15.1,15.61,31,1,31,"9  13   9",-1,18.5,"8/15/13","9/29/00",12.87611225,"F","yes",0,0,1
"1127",10,"blindfold","blindfold",3,11,0,"20130815T134639",14,1.2,9,1,4.04,4.77,25,1,25,"9  13   3",-1,8.05,"8/15/13","9/29/00",12.87611225,"F","yes",0,0,1
"1128",10,"blindfold","blindfold",3,12,0,"20130815T134639",15.8,1.2,10,1,3.01,3.47,26,1,26,"4  15   7",-1,6.86,"8/15/13","9/29/00",12.87611225,"F","yes",0,0,1
"1129",10,"blindfold","blindfold",3,13,0,"20130815T134639",17.8,1.2,11,0,5.17,5.87,32,1,39,"13  18   8",-1,8.95,"8/15/13","9/29/00",12.87611225,"F","yes",0,0,1
"1130",10,"blindfold","blindfold",3,14,0,"20130815T134639",15.8,1.2,10,1,10.59,11.03,31,1,31,"12  15   4",-1,14,"8/15/13","9/29/00",12.87611225,"F","yes",0,0,1
"1131",10,"blindfold","blindfold",3,15,0,"20130815T134639",17.8,1.2,11,1,8.43,9.13,39,1,39,"17  18   4",-1,12.2,"8/15/13","9/29/00",12.87611225,"F","yes",0,0,1
"1132",10,"blindfold","blindfold",3,16,0,"20130815T134639",19.7,1.2,12,1,2.81,3.28,34,1,34,"10  21   3",-1,6.12,"8/15/13","9/29/00",12.87611225,"F","yes",0,0,1
"1133",10,"blindfold","blindfold",3,17,0,"20130815T134639",21.7,1.2,13,1,3.49,4.27,44,1,44,"2  21  21",-1,7.32,"8/15/13","9/29/00",12.87611225,"F","yes",0,0,1
"1134",10,"blindfold","blindfold",3,18,0,"20130815T134639",23.7,1.2,14,1,7.15,7.83,39,1,39,"15  23   1",-1,10.8,"8/15/13","9/29/00",12.87611225,"F","yes",0,0,1
"1135",10,"blindfold","blindfold",3,19,0,"20130815T134639",25.8,1.2,15,1,2.18,2.87,47,1,47,"17   5  25",-1,5.99,"8/15/13","9/29/00",12.87611225,"F","yes",0,0,1
"1136",10,"blindfold","blindfold",3,20,0,"20130815T134639",27.9,1.2,16,1,2.85,3.56,53,1,53,"11  14  28",-1,6.53,"8/15/13","9/29/00",12.87611225,"F","yes",0,0,1
"1137",10,"blindfold","blindfold",3,21,0,"20130815T134639",30,1.2,17,1,4.57,5.25,88,1,88,"28  30  30",-1,8.12,"8/15/13","9/29/00",12.87611225,"F","yes",0,0,1
"1138",10,"blindfold","blindfold",3,22,0,"20130815T134639",32.1,1.2,18,1,5.64,6.25,42,1,42,"3  32   7",-1,9.19,"8/15/13","9/29/00",12.87611225,"F","yes",0,0,1
"1139",10,"blindfold","blindfold",3,23,0,"20130815T134639",34.2,1.2,19,1,4.86,5.36,78,1,78,"35  13  30",-1,8.35,"8/15/13","9/29/00",12.87611225,"F","yes",0,0,1
"1140",10,"blindfold","blindfold",3,24,0,"20130815T134639",36.4,1.2,20,0,15.93,17.19,110,1,80,"14  30  36",-1,20.2,"8/15/13","9/29/00",12.87611225,"F","yes",0,0,1
"1141",10,"blindfold","blindfold",3,25,0,"20130815T134639",34.2,1.2,19,1,6.59,7.16,68,1,68,"34  24  10",-1,10.1,"8/15/13","9/29/00",12.87611225,"F","yes",0,0,1
"1142",10,"blindfold","blindfold",3,26,0,"20130815T134639",36.4,1.2,20,0,12.92,13.4,53,1,83,"23  25  35",-1,16.6,"8/15/13","9/29/00",12.87611225,"F","yes",0,0,1
"1143",10,"blindfold","blindfold",3,27,0,"20130815T134639",34.2,1.2,19,0,30,30.11,-1,1,83,"31  18  34",-1,33.2,"8/15/13","9/29/00",12.87611225,"F","yes",0,0,1
"1144",10,"blindfold","blindfold",3,28,0,"20130815T134639",32.1,1.2,18,1,12.97,13.51,65,1,65,"23  32  10",-1,16.4,"8/15/13","9/29/00",12.87611225,"F","yes",0,0,1
"1145",10,"blindfold","blindfold",3,29,0,"20130815T134639",34.2,1.2,19,0,17.43,17.97,47,1,57,"18   5  34",-1,21,"8/15/13","9/29/00",12.87611225,"F","yes",0,0,1
"1146",10,"blindfold","blindfold",3,30,0,"20130815T134639",32.1,1.2,18,0,9.25,9.93,55,1,75,"23  19  33",-1,13,"8/15/13","9/29/00",12.87611225,"F","yes",0,0,1
"1147",10,"blindfold","blindfold",3,31,0,"20130815T134639",30,1.2,17,1,15.07,15.59,58,1,58,"15  31  12",-1,18.6,"8/15/13","9/29/00",12.87611225,"F","yes",0,0,1
"1148",10,"blindfold","blindfold",3,32,0,"20130815T134639",32.1,1.2,18,1,10.17,10.72,67,1,67,"31  14  22",-1,13.8,"8/15/13","9/29/00",12.87611225,"F","yes",0,0,1
"1149",10,"blindfold","blindfold",3,33,0,"20130815T134639",34.2,1.2,19,0,15.53,16,94,1,93,"35  32  26",-1,19.2,"8/15/13","9/29/00",12.87611225,"F","yes",0,0,1
"1150",10,"blindfold","blindfold",3,34,0,"20130815T134639",32.1,1.2,18,1,12.26,12.72,65,1,65,"22  31  12",-1,15.7,"8/15/13","9/29/00",12.87611225,"F","yes",0,0,1
"1151",10,"blindfold","blindfold",3,35,0,"20130815T134639",34.2,1.2,19,0,8.84,9.43,97,1,87,"30  34  23",-1,12.5,"8/15/13","9/29/00",12.87611225,"F","yes",0,0,1
"1152",10,"blindfold","blindfold",3,36,0,"20130815T134639",32.1,1.2,18,1,15.01,16.89,58,1,58,"4  22  32",-1,19.9,"8/15/13","9/29/00",12.87611225,"F","yes",0,0,1
"1153",10,"blindfold","blindfold",3,37,0,"20130815T134639",34.2,1.2,19,1,9.38,10.23,72,1,72,"18  34  20",-1,13.2,"8/15/13","9/29/00",12.87611225,"F","yes",0,0,1
"1236",10,"blindfold","blindfold",3,7,0,"20130815T134639",6.9,1.2,5,1,1.11,1.57,11,1,11,"1  7  3",-1,4.41,"8/15/13","9/29/00",12.87611225,"F","yes",0,0,1
"1237",10,"blindfold","blindfold",3,4,0,"20130815T134639",2.3,1.2,2,1,2.18,2.48,6,1,6,"3  2  1",-1,5.29,"8/15/13","9/29/00",12.87611225,"F","yes",0,0,1
"1239",10,"blindfold","blindfold",3,6,0,"20130815T134639",5.28,1.2,4,1,1.02,1.4,9,1,9,"3  4  2",-1,4.12,"8/15/13","9/29/00",12.87611225,"F","yes",0,0,1
"1241",10,"blindfold","blindfold",3,8,0,"20130815T134639",8.59,1.2,6,1,1.59,2.39,19,1,19,"8  4  7",-1,5.31,"8/15/13","9/29/00",12.87611225,"F","yes",0,0,1
"1242",10,"blindfold","blindfold",3,5,0,"20130815T134639",3.74,1.2,3,1,1.29,1.68,8,1,8,"2  4  2",-1,4.4,"8/15/13","9/29/00",12.87611225,"F","yes",0,0,1
"1245",10,"blindfold","blindfold",3,9,0,"20130815T134639",10.3,1.2,7,1,2.53,3.06,24,1,24,"6  9  9",-1,5.97,"8/15/13","9/29/00",12.87611225,"F","yes",0,0,1
"1187",10,"stillhands","stillhands",4,4,0,"20130815T135706",2.3,1.2,2,1,1.32,1.78,5,1,5,"2  1  2",-1,4.45,"8/15/13","9/29/00",12.87611225,"F","yes",0,0,1
"1188",10,"stillhands","stillhands",4,5,0,"20130815T135706",3.74,1.2,3,1,1.2,1.59,8,1,8,"2  4  2",-1,4.28,"8/15/13","9/29/00",12.87611225,"F","yes",0,0,1
"1189",10,"stillhands","stillhands",4,6,0,"20130815T135706",5.28,1.2,4,1,1.08,1.68,10,1,10,"4  3  3",-1,4.51,"8/15/13","9/29/00",12.87611225,"F","yes",0,0,1
"1190",10,"stillhands","stillhands",4,7,0,"20130815T135706",6.9,1.2,5,1,1.91,2.39,19,1,19,"7  7  5",-1,5.32,"8/15/13","9/29/00",12.87611225,"F","yes",0,0,1
"1191",10,"stillhands","stillhands",4,8,0,"20130815T135706",8.59,1.2,6,1,1.15,1.57,15,1,15,"8  6  1",-1,4.35,"8/15/13","9/29/00",12.87611225,"F","yes",0,0,1
"1192",10,"stillhands","stillhands",4,9,0,"20130815T135706",10.3,1.2,7,1,5.85,6.71,17,1,17,"3  10   4",-1,9.67,"8/15/13","9/29/00",12.87611225,"F","yes",0,0,1
"1193",10,"stillhands","stillhands",4,10,0,"20130815T135706",12.1,1.2,8,1,2.1,2.59,25,1,25,"11  12   2",-1,5.58,"8/15/13","9/29/00",12.87611225,"F","yes",0,0,1
"1194",10,"stillhands","stillhands",4,11,0,"20130815T135706",14,1.2,9,1,7.34,7.95,29,1,29,"6   9  14",-1,11.3,"8/15/13","9/29/00",12.87611225,"F","yes",0,0,1
"1195",10,"stillhands","stillhands",4,12,0,"20130815T135706",15.8,1.2,10,1,4.04,4.67,27,1,27,"8   3  16",-1,7.67,"8/15/13","9/29/00",12.87611225,"F","yes",0,0,1
"1196",10,"stillhands","stillhands",4,13,0,"20130815T135706",17.8,1.2,11,1,3.34,3.77,36,1,36,"2  19  15",-1,7.02,"8/15/13","9/29/00",12.87611225,"F","yes",0,0,1
"1197",10,"stillhands","stillhands",4,14,0,"20130815T135706",19.7,1.2,12,1,1.82,2.39,27,1,27,"5  19   3",-1,5.28,"8/15/13","9/29/00",12.87611225,"F","yes",0,0,1
"1198",10,"stillhands","stillhands",4,15,0,"20130815T135706",21.7,1.2,13,1,7.98,8.54,56,1,56,"22  21  13",-1,11.7,"8/15/13","9/29/00",12.87611225,"F","yes",0,0,1
"1199",10,"stillhands","stillhands",4,16,0,"20130815T135706",23.7,1.2,14,1,3.75,4.16,41,1,41,"24  10   7",-1,7.09,"8/15/13","9/29/00",12.87611225,"F","yes",0,0,1
"1200",10,"stillhands","stillhands",4,17,0,"20130815T135706",25.8,1.2,15,1,5.95,6.65,56,1,56,"25  21  10",-1,9.64,"8/15/13","9/29/00",12.87611225,"F","yes",0,0,1
"1201",10,"stillhands","stillhands",4,18,0,"20130815T135706",27.9,1.2,16,1,2.33,2.87,40,1,40,"3   8  29",-1,5.77,"8/15/13","9/29/00",12.87611225,"F","yes",0,0,1
"1202",10,"stillhands","stillhands",4,19,0,"20130815T135706",30,1.2,17,1,4.46,4.97,40,1,40,"4   7  29",-1,7.9,"8/15/13","9/29/00",12.87611225,"F","yes",0,0,1
"1203",10,"stillhands","stillhands",4,20,0,"20130815T135706",32.1,1.2,18,1,13.26,14.2,76,1,76,"32  15  29",-1,17.3,"8/15/13","9/29/00",12.87611225,"F","yes",0,0,1
"1204",10,"stillhands","stillhands",4,21,0,"20130815T135706",34.2,1.2,19,1,9.47,10.14,51,1,51,"15  34   2",-1,13,"8/15/13","9/29/00",12.87611225,"F","yes",0,0,1
"1205",10,"stillhands","stillhands",4,22,0,"20130815T135706",36.4,1.2,20,1,3.46,3.96,50,1,50,"35   4  11",-1,6.93,"8/15/13","9/29/00",12.87611225,"F","yes",0,0,1
"1206",10,"stillhands","stillhands",4,23,0,"20130815T135706",38.6,1.2,21,1,4.86,5.26,96,1,96,"31  25  40",-1,8.2,"8/15/13","9/29/00",12.87611225,"F","yes",0,0,1
"1207",10,"stillhands","stillhands",4,24,0,"20130815T135706",40.8,1.2,22,0,30,30.1,-1,1,70,"41  22   7",-1,33.1,"8/15/13","9/29/00",12.87611225,"F","yes",0,0,1
"1208",10,"stillhands","stillhands",4,25,0,"20130815T135706",38.6,1.2,21,1,4.19,5.06,87,1,87,"23  24  40",-1,8.05,"8/15/13","9/29/00",12.87611225,"F","yes",0,0,1
"1209",10,"stillhands","stillhands",4,26,0,"20130815T135706",40.8,1.2,22,1,5.38,5.87,74,1,74,"13  21  40",-1,8.87,"8/15/13","9/29/00",12.87611225,"F","yes",0,0,1
"1210",10,"stillhands","stillhands",4,27,0,"20130815T135706",43.1,1.2,23,1,9.28,9.83,96,1,96,"42  31  23",-1,13,"8/15/13","9/29/00",12.87611225,"F","yes",0,0,1
"1211",10,"stillhands","stillhands",4,28,0,"20130815T135706",45.3,1.2,24,1,2.05,2.59,59,1,59,"46  11   2",-1,5.69,"8/15/13","9/29/00",12.87611225,"F","yes",0,0,1
"1212",10,"stillhands","stillhands",4,29,0,"20130815T135706",47.6,1.2,25,1,5.32,6.14,94,1,94,"12  35  47",-1,9.15,"8/15/13","9/29/00",12.87611225,"F","yes",0,0,1
"1213",10,"stillhands","stillhands",4,30,0,"20130815T135706",49.9,1.2,26,0,30,30.1,-1,1,130,"37  44  49",-1,33.5,"8/15/13","9/29/00",12.87611225,"F","yes",0,0,1
"1214",10,"stillhands","stillhands",4,31,0,"20130815T135706",47.6,1.2,25,0,9.67,10.23,56,1,76,"7  21  48",-1,13.4,"8/15/13","9/29/00",12.87611225,"F","yes",0,0,1
"1215",10,"stillhands","stillhands",4,32,0,"20130815T135706",45.3,1.2,24,1,4.09,4.56,55,1,55,"2   9  44",-1,7.62,"8/15/13","9/29/00",12.87611225,"F","yes",0,0,1
"1216",10,"stillhands","stillhands",4,33,0,"20130815T135706",47.6,1.2,25,0,11.2,11.92,115,1,111,"38  48  25",-1,15,"8/15/13","9/29/00",12.87611225,"F","yes",0,0,1
"1217",10,"stillhands","stillhands",4,34,0,"20130815T135706",45.3,1.2,24,1,7.93,8.64,103,1,103,"17  40  46",-1,11.9,"8/15/13","9/29/00",12.87611225,"F","yes",0,0,1
"1218",10,"stillhands","stillhands",4,35,0,"20130815T135706",47.6,1.2,25,1,8.92,9.53,123,1,123,"30  49  44",-1,12.7,"8/15/13","9/29/00",12.87611225,"F","yes",0,0,1
"1219",10,"stillhands","stillhands",4,36,0,"20130815T135706",49.9,1.2,26,1,7.85,8.53,91,1,91,"51   7  33",-1,11.6,"8/15/13","9/29/00",12.87611225,"F","yes",0,0,1
"1220",10,"stillhands","stillhands",4,37,0,"20130815T135706",52.2,1.2,27,0,18.95,19.77,137,1,128,"52  49  27",-1,23,"8/15/13","9/29/00",12.87611225,"F","yes",0,0,1
"1155",10,"interference","interference",2,9,1,"20130815T133532",10.3,1.2,7,1,2.64,3.41,23,1,23,"9   3  11",99,5.91,"8/15/13","9/29/00",12.87611225,"F","yes",0,0,1
"1156",10,"interference","interference",2,10,1,"20130815T133532",12.1,1.2,8,1,4.78,5.76,36,1,36,"11  12  13",95,8.33,"8/15/13","9/29/00",12.87611225,"F","yes",0,0,1
"1157",10,"interference","interference",2,11,1,"20130815T133532",14,1.2,9,1,1.8,2.79,19,1,19,"13   2   4",98,5.28,"8/15/13","9/29/00",12.87611225,"F","yes",0,0,1
"1158",10,"interference","interference",2,12,1,"20130815T133532",15.8,1.2,10,1,2.08,2.77,20,1,20,"2   2  16",98,5.1,"8/15/13","9/29/00",12.87611225,"F","yes",0,0,1
"1159",10,"interference","interference",2,13,1,"20130815T133532",17.8,1.2,11,1,5.66,6.77,41,1,41,"17   8  16",102,9.49,"8/15/13","9/29/00",12.87611225,"F","yes",0,0,1
"1160",10,"interference","interference",2,14,1,"20130815T133532",19.7,1.2,12,1,2.14,2.95,41,1,41,"2  19  20",97,5.41,"8/15/13","9/29/00",12.87611225,"F","yes",0,0,1
"1161",10,"interference","interference",2,15,1,"20130815T133532",21.7,1.2,13,1,4.27,5.18,45,1,45,"8  15  22",98,7.82,"8/15/13","9/29/00",12.87611225,"F","yes",0,0,1
"1162",10,"interference","interference",2,16,1,"20130815T133532",23.7,1.2,14,1,6.66,7.62,44,1,44,"23  12   9",99,10.3,"8/15/13","9/29/00",12.87611225,"F","yes",0,0,1
"1163",10,"interference","interference",2,17,1,"20130815T133532",25.8,1.2,15,1,4.79,5.74,38,1,38,"7  25   6",101,8.47,"8/15/13","9/29/00",12.87611225,"F","yes",0,0,1
"1164",10,"interference","interference",2,18,1,"20130815T133532",27.9,1.2,16,1,9.92,10.82,59,1,59,"13  19  27",98,13.7,"8/15/13","9/29/00",12.87611225,"F","yes",0,0,1
"1165",10,"interference","interference",2,19,1,"20130815T133532",30,1.2,17,0,3.28,4.01,60,1,50,"29   9  12",99,6.54,"8/15/13","9/29/00",12.87611225,"F","yes",0,0,1
"1166",10,"interference","interference",2,20,1,"20130815T133532",27.9,1.2,16,1,5.57,6.44,73,1,73,"27  21  25",96,9.35,"8/15/13","9/29/00",12.87611225,"F","yes",0,0,1
"1167",10,"interference","interference",2,21,1,"20130815T133532",30,1.2,17,0,2.25,3,42,1,52,"15   7  30",97,5.78,"8/15/13","9/29/00",12.87611225,"F","yes",0,0,1
"1168",10,"interference","interference",2,22,1,"20130815T133532",27.9,1.2,16,0,-1,-1,-1,1,79,"27  29  23",4,22.9,"8/15/13","9/29/00",12.87611225,"F","yes",0,0,1
"1169",10,"interference","interference",2,23,1,"20130815T133532",25.8,1.2,15,1,4.44,5.33,40,1,40,"1  26  13",101,8.11,"8/15/13","9/29/00",12.87611225,"F","yes",0,0,1
"1170",10,"interference","interference",2,24,1,"20130815T133532",27.9,1.2,16,0,-1,-1,-1,1,57,"13  27  17",4,19.2,"8/15/13","9/29/00",12.87611225,"F","yes",0,0,1
"1171",10,"interference","interference",2,25,1,"20130815T133532",25.8,1.2,15,1,6.57,7.21,65,1,65,"19  19  27",96,10.1,"8/15/13","9/29/00",12.87611225,"F","yes",0,0,1
"1172",10,"interference","interference",2,26,1,"20130815T133532",27.9,1.2,16,1,9.11,9.92,53,1,53,"29  11  13",101,12.6,"8/15/13","9/29/00",12.87611225,"F","yes",0,0,1
"1173",10,"interference","interference",2,27,1,"20130815T133532",30,1.2,17,1,16.29,16.94,59,1,59,"3  29  27",98,19.6,"8/15/13","9/29/00",12.87611225,"F","yes",0,0,1
"1174",10,"interference","interference",2,28,1,"20130815T133532",32.1,1.2,18,1,3.86,4.46,60,1,60,"21   8  31",99,7.16,"8/15/13","9/29/00",12.87611225,"F","yes",0,0,1
"1175",10,"interference","interference",2,29,1,"20130815T133532",34.2,1.2,19,1,8.51,9.29,82,1,82,"35  15  32",97,12.1,"8/15/13","9/29/00",12.87611225,"F","yes",0,0,1
"1176",10,"interference","interference",2,30,1,"20130815T133532",36.4,1.2,20,1,6.67,7.46,80,1,80,"9  37  34",100,10.3,"8/15/13","9/29/00",12.87611225,"F","yes",0,0,1
"1177",10,"interference","interference",2,31,1,"20130815T133532",38.6,1.2,21,1,3.08,3.86,47,1,47,"38   4   5",98,6.54,"8/15/13","9/29/00",12.87611225,"F","yes",0,0,1
"1178",10,"interference","interference",2,32,1,"20130815T133532",40.8,1.2,22,1,2.04,2.53,80,1,80,"30  10  40",97,4.91,"8/15/13","9/29/00",12.87611225,"F","yes",0,0,1
"1179",10,"interference","interference",2,33,1,"20130815T133532",43.1,1.2,23,1,2.65,3.23,53,1,53,"5   5  43",101,5.95,"8/15/13","9/29/00",12.87611225,"F","yes",0,0,1
"1180",10,"interference","interference",2,34,1,"20130815T133532",45.3,1.2,24,1,7.41,8.23,86,1,86,"44  31  11",99,11,"8/15/13","9/29/00",12.87611225,"F","yes",0,0,1
"1181",10,"interference","interference",2,35,1,"20130815T133532",47.6,1.2,25,0,-1,-1,-1,1,85,"13  25  47",4,18.3,"8/15/13","9/29/00",12.87611225,"F","yes",0,0,1
"1182",10,"interference","interference",2,36,1,"20130815T133532",45.3,1.2,24,0,17.44,18.24,97,1,107,"24  39  44",89,21.2,"8/15/13","9/29/00",12.87611225,"F","yes",0,0,1
"1183",10,"interference","interference",2,37,1,"20130815T133532",43.1,1.2,23,1,12.46,13.41,73,1,73,"25  44   4",98,16.3,"8/15/13","9/29/00",12.87611225,"F","yes",0,0,1
"1227",10,"interference","interference",2,4,1,"20130815T133532",2.3,1.2,2,1,1.36,1.81,5,1,5,"2  2  1",99,3.91,"8/15/13","9/29/00",12.87611225,"F","yes",0,0,1
"1228",10,"interference","interference",2,5,1,"20130815T133532",3.74,1.2,3,1,1.62,2.54,10,1,10,"3  3  4",101,5.22,"8/15/13","9/29/00",12.87611225,"F","yes",0,0,1
"1231",10,"interference","interference",2,8,1,"20130815T133532",8.59,1.2,6,1,1.82,2.68,20,1,20,"7  9  4",96,5.53,"8/15/13","9/29/00",12.87611225,"F","yes",0,0,1
"1233",10,"interference","interference",2,6,1,"20130815T133532",5.28,1.2,4,1,1.8,2.51,8,1,8,"6  1  1",100,4.96,"8/15/13","9/29/00",12.87611225,"F","yes",0,0,1
"1234",10,"interference","interference",2,7,1,"20130815T133532",6.9,1.2,5,1,2.58,3.32,18,1,18,"7  8  3",98,5.9,"8/15/13","9/29/00",12.87611225,"F","yes",0,0,1
"1250",11,"baseline","baseline",1,4,0,"20130819T101803",2.3,1.2,2,1,0.65,1.1,3,1,3,"1  1  1",-1,3.66,"8/19/13","10/12/00",12.85147159,"F","no",0,0,1
"1254",11,"baseline","baseline",1,8,0,"20130819T101803",8.59,1.2,6,1,1.28,1.78,15,1,15,"6  1  8",-1,4.57,"8/19/13","10/12/00",12.85147159,"F","no",0,0,1
"1255",11,"baseline","baseline",1,5,0,"20130819T101803",3.74,1.2,3,1,1.67,2.08,11,1,11,"2  4  5",-1,5,"8/19/13","10/12/00",12.85147159,"F","no",0,0,1
"1256",11,"baseline","baseline",1,6,0,"20130819T101803",5.28,1.2,4,1,0.45,0.79,7,1,7,"4  2  1",-1,3.43,"8/19/13","10/12/00",12.85147159,"F","no",0,0,1
"1257",11,"baseline","baseline",1,7,0,"20130819T101803",6.9,1.2,5,1,0.63,1.09,10,1,10,"2  6  2",-1,3.75,"8/19/13","10/12/00",12.85147159,"F","no",0,0,1
"1258",11,"baseline","baseline",1,12,0,"20130819T101803",15.8,1.2,10,1,3.22,3.58,22,1,22,"3  15   4",-1,6.65,"8/19/13","10/12/00",12.85147159,"F","no",0,0,1
"1259",11,"baseline","baseline",1,13,0,"20130819T101803",17.8,1.2,11,1,2.42,3.06,38,1,38,"3  17  18",-1,6.18,"8/19/13","10/12/00",12.85147159,"F","no",0,0,1
"1260",11,"baseline","baseline",1,14,0,"20130819T101803",19.7,1.2,12,1,1.78,2.58,29,1,29,"3   5  21",-1,5.62,"8/19/13","10/12/00",12.85147159,"F","no",0,0,1
"1261",11,"baseline","baseline",1,15,0,"20130819T101803",21.7,1.2,13,1,5.35,6.15,60,1,60,"20  17  23",-1,9.32,"8/19/13","10/12/00",12.85147159,"F","no",0,0,1
"1262",11,"baseline","baseline",1,16,0,"20130819T101803",23.7,1.2,14,1,2.92,3.87,46,1,46,"20   1  25",-1,6.84,"8/19/13","10/12/00",12.85147159,"F","no",0,0,1
"1268",11,"baseline","baseline",1,9,0,"20130819T101803",10.3,1.2,7,1,4.24,4.67,24,1,24,"11   5   8",-1,7.46,"8/19/13","10/12/00",12.85147159,"F","no",0,0,1
"1269",11,"baseline","baseline",1,10,0,"20130819T101803",12.1,1.2,8,1,5.25,5.77,27,1,27,"6  13   8",-1,8.66,"8/19/13","10/12/00",12.85147159,"F","no",0,0,1
"1270",11,"baseline","baseline",1,11,0,"20130819T101803",14,1.2,9,1,8.53,9.24,34,1,34,"14   8  12",-1,12.1,"8/19/13","10/12/00",12.85147159,"F","no",0,0,1
"1284",11,"blindfold","blindfold",4,9,0,"20130819T105234",10.3,1.2,7,1,7.77,8.44,23,1,23,"5  11   7",-1,11.4,"8/19/13","10/12/00",12.85147159,"F","no",0,0,1
"1285",11,"blindfold","blindfold",4,10,0,"20130819T105234",12.1,1.2,8,1,3.81,4.37,20,1,20,"6   3  11",-1,7.17,"8/19/13","10/12/00",12.85147159,"F","no",0,0,1
"1286",11,"blindfold","blindfold",4,11,0,"20130819T105234",14,1.2,9,1,5,5.86,37,1,37,"13  11  13",-1,8.86,"8/19/13","10/12/00",12.85147159,"F","no",0,0,1
"1287",11,"blindfold","blindfold",4,12,0,"20130819T105234",15.8,1.2,10,1,5.57,6.24,37,1,37,"14   6  17",-1,9.4,"8/19/13","10/12/00",12.85147159,"F","no",0,0,1
"1288",11,"blindfold","blindfold",4,13,0,"20130819T105234",17.8,1.2,11,1,9.5,10.13,40,1,40,"11  11  18",-1,13.1,"8/19/13","10/12/00",12.85147159,"F","no",0,0,1
"1289",11,"blindfold","blindfold",4,14,0,"20130819T105234",19.7,1.2,12,1,2.18,2.78,25,1,25,"20   2   3",-1,5.41,"8/19/13","10/12/00",12.85147159,"F","no",0,0,1
"1290",11,"blindfold","blindfold",4,15,0,"20130819T105234",21.7,1.2,13,1,9.28,10.13,38,1,38,"2  23  13",-1,13,"8/19/13","10/12/00",12.85147159,"F","no",0,0,1
"1291",11,"blindfold","blindfold",4,16,0,"20130819T105234",23.7,1.2,14,1,5.5,6.55,58,1,58,"24  24  10",-1,9.48,"8/19/13","10/12/00",12.85147159,"F","no",0,0,1
"1362",11,"blindfold","blindfold",4,4,0,"20130819T105234",2.3,1.2,2,1,6.48,6.95,7,1,7,"3  2  2",-1,9.41,"8/19/13","10/12/00",12.85147159,"F","no",0,0,1
"1366",11,"blindfold","blindfold",4,8,0,"20130819T105234",8.59,1.2,6,1,4.88,5.56,17,1,17,"3  9  5",-1,8.39,"8/19/13","10/12/00",12.85147159,"F","no",0,0,1
"1367",11,"blindfold","blindfold",4,5,0,"20130819T105234",3.74,1.2,3,1,1.85,2.37,9,1,9,"4  4  1",-1,5.18,"8/19/13","10/12/00",12.85147159,"F","no",0,0,1
